title,release_date,budget,revenue,ganancia,anio,mes,dia,dia_semana,key
Backbeat,1994-04-01,0,0,0,1994,Abril,01,Viernes,342
Bitter Moon,1992-09-02,5000000,1862805,-3137195,1992,Septiembre,02,Miercoles,343
Bullets Over Broadway,1994-10-14,0,0,0,1994,Octubre,14,Viernes,344
Clear and Present Danger,1994-08-03,62000000,215887717,153887717,1994,Agosto,03,Miercoles,345
The Client,1994-07-20,45000000,117615211,72615211,1994,Julio,20,Miercoles,346
"Corrina, Corrina",1994-08-12,0,0,0,1994,Agosto,12,Viernes,347
Crooklyn,1994-05-13,0,0,0,1994,Mayo,13,Viernes,348
The Crow,1994-05-11,15000000,94000000,79000000,1994,Mayo,11,Miercoles,349
Cobb,1994-12-02,0,1007583,1007583,1994,Diciembre,02,Viernes,350
The Flintstones,1994-05-26,46000000,341631208,295631208,1994,Mayo,26,Jueves,351
Forrest Gump,1994-07-06,55000000,677945399,622945399,1994,Julio,06,Miercoles,352
Four Weddings and a Funeral,1994-03-09,6000000,254700832,248700832,1994,Marzo,09,Miercoles,353
,,0,0,0,,,,,354
I Like It Like That,1994-10-14,0,1777020,1777020,1994,Octubre,14,Viernes,355
I Love Trouble,1994-06-29,45000000,61947267,16947267,1994,Junio,29,Miercoles,356
It Could Happen to You,1994-07-29,0,0,0,1994,Julio,29,Viernes,357
The Jungle Book,1994-12-23,0,0,0,1994,Diciembre,23,Viernes,358
"The Wonderful, Horrible Life of Leni Riefenstahl",1993-09-11,0,449707,449707,1993,Septiembre,11,Sabado,359
The Lion King,1994-06-23,45000000,788241776,743241776,1994,Junio,23,Jueves,360
Little Buddha,1993-12-01,35000000,4858139,-30141861,1993,Diciembre,01,Miercoles,361
New Nightmare,1994-10-13,14000000,18090181,4090181,1994,Octubre,13,Jueves,362
The Mask,1994-07-29,23000000,351583407,328583407,1994,Julio,29,Viernes,363
Maverick,1994-05-20,0,0,0,1994,Mayo,20,Viernes,364
Mrs. Parker and the Vicious Circle,1994-09-07,0,0,0,1994,Septiembre,07,Miercoles,365
The Naked Gun 33⅓: The Final Insult,1994-03-18,30000000,51132598,21132598,1994,Marzo,18,Viernes,366
The Paper,1994-03-18,6000000,0,-6000000,1994,Marzo,18,Viernes,367
Reality Bites,1994-02-18,11500000,20079850,8579850,1994,Febrero,18,Viernes,368
Red Rock West,1993-07-08,8000000,2000000,-6000000,1993,Julio,08,Jueves,369
Ri¢hie Ri¢h,1994-12-19,40000000,0,-40000000,1994,Diciembre,19,Lunes,370
Safe Passage,1994-12-01,0,0,0,1994,Diciembre,01,Jueves,371
The River Wild,1994-09-30,45000000,0,-45000000,1994,Septiembre,30,Viernes,372
Speed,1994-06-09,30000000,350448145,320448145,1994,Junio,09,Jueves,373
Speechless,1994-12-16,0,0,0,1994,Diciembre,16,Viernes,374
Timecop,1994-09-15,27000000,101646581,74646581,1994,Septiembre,15,Jueves,375
True Lies,1994-07-14,115000000,378882411,263882411,1994,Julio,14,Jueves,376
When a Man Loves a Woman,1994-04-29,0,50021959,50021959,1994,Abril,29,Viernes,377
Wolf,1994-06-17,0,0,0,1994,Junio,17,Viernes,378
Wyatt Earp,1994-06-24,63000000,25052000,-37948000,1994,Junio,24,Viernes,379
Bad Company,1995-01-20,0,0,0,1995,Enero,20,Viernes,380
99.0,,0,0,0,,,,,381
S.F.W.,1994-09-15,0,0,0,1994,Septiembre,15,Jueves,382
A Low Down Dirty Shame,1994-11-23,10000000,29392418,19392418,1994,Noviembre,23,Miercoles,383
/dyzCRoZCjb2Rafmiws8ySGMt56T.jpg,,0,0,0,,,,,384
,,0,0,0,,,,,385
"Faster, Pussycat! Kill! Kill!",1965-08-06,45000,0,-45000,1965,Agosto,06,Viernes,386
Jason's Lyric,1994-09-28,7000000,20851521,13851521,1994,Septiembre,28,Miercoles,387
The Secret Adventures of Tom Thumb,1993-12-10,0,0,0,1993,Diciembre,10,Viernes,388
Street Fighter,1994-12-22,35000000,99423521,64423521,1994,Diciembre,22,Jueves,389
Coldblooded,1995-09-15,0,0,0,1995,Septiembre,15,Viernes,390
Desert Winds,1997-12-31,0,0,0,1997,Diciembre,31,Miercoles,391
Fall Time,1995-05-13,0,0,0,1995,Mayo,13,Sabado,392
The Fear,1995-01-20,0,0,0,1995,Enero,20,Viernes,393
Frank and Ollie,1995-10-20,0,0,0,1995,Octubre,20,Viernes,394
Girl in the Cadillac,1995-10-24,0,0,0,1995,Octubre,24,Martes,395
Homage,1995-05-03,0,0,0,1995,Mayo,03,Miercoles,396
Mirage,1995-11-21,0,0,0,1995,Noviembre,21,Martes,397
Open Season,1996-05-03,0,0,0,1996,Mayo,03,Viernes,398
Dos Crímenes,1995-05-26,0,0,0,1995,Mayo,26,Viernes,399
Brother Minister: The Assassination of Malcolm X,1995-03-01,0,0,0,1995,Marzo,01,Miercoles,400
Highlander: The Final Dimension,1994-11-29,26000000,36800000,10800000,1994,Noviembre,29,Martes,401
Federal Hill,1995-02-24,0,0,0,1995,Febrero,24,Viernes,402
In the Mouth of Madness,1994-12-12,8000000,8946600,946600,1994,Diciembre,12,Lunes,403
8 Seconds,1994-02-25,0,0,0,1994,Febrero,25,Viernes,404
Above the Rim,1994-03-23,0,0,0,1994,Marzo,23,Miercoles,405
Released,,0,0,0,,,,,406
Martin Lawrence: You So Crazy,1994-04-27,0,0,0,1994,Abril,27,Miercoles,407
The Age of Innocence,1993-09-17,34000000,32255440,-1744560,1993,Septiembre,17,Viernes,408
Airheads,1994-08-05,0,0,0,1994,Agosto,05,Viernes,409
The Air Up There,1994-01-07,17080000,21011500,3931500,1994,Enero,07,Viernes,410
Another Stakeout,1993-07-22,0,0,0,1993,Julio,22,Jueves,411
Bad Girls,1994-04-22,0,15240435,15240435,1994,Abril,22,Viernes,412
Barcelona,1994-07-29,3200000,0,-3200000,1994,Julio,29,Viernes,413
Being Human,1994-05-06,40000000,0,-40000000,1994,Mayo,06,Viernes,414
The Beverly Hillbillies,1993-10-15,0,0,0,1993,Octubre,15,Viernes,415
Beverly Hills Cop III,1994-05-24,50000000,119208989,69208989,1994,Mayo,24,Martes,416
Black Beauty,1994-07-29,0,0,0,1994,Julio,29,Viernes,417
Released,,0,0,0,,,,,418
Blown Away,1994-07-01,0,30156002,30156002,1994,Julio,01,Viernes,419
Blue Chips,1994-02-18,0,0,0,1994,Febrero,18,Viernes,420
Blue Sky,1994-09-16,0,0,0,1994,Septiembre,16,Viernes,421
Body Snatchers,1993-06-09,13000000,428868,-12571132,1993,Junio,09,Miercoles,422
Boxing Helena,1993-06-18,0,1796389,1796389,1993,Junio,18,Viernes,423
A Bronx Tale,1993-09-14,22000000,17287898,-4712102,1993,Septiembre,14,Martes,424
Cabin Boy,1994-01-07,0,3662459,3662459,1994,Enero,07,Viernes,425
Calendar Girl,1993-09-03,13000000,2570145,-10429855,1993,Septiembre,03,Viernes,426
Carlito's Way,1993-11-10,30000000,36516012,6516012,1993,Noviembre,10,Miercoles,427
City Slickers II: The Legend of Curly's Gold,1994-06-10,0,0,0,1994,Junio,10,Viernes,428
Clean Slate,1994-05-06,0,7355425,7355425,1994,Mayo,06,Viernes,429
Cliffhanger,1993-05-28,70000000,255000211,185000211,1993,Mayo,28,Viernes,430
Young ones! Parental units! We summon you!,,0,0,0,,,,,431
Color of Night,1994-08-19,40000000,19726050,-20273950,1994,Agosto,19,Viernes,432
Cops & Robbersons,1994-04-15,0,0,0,1994,Abril,15,Viernes,433
The Cowboy Way,1994-06-03,0,0,0,1994,Junio,03,Viernes,434
Dangerous Game,1993-11-19,0,0,0,1993,Noviembre,19,Viernes,435
Dave,1993-05-07,0,63000000,63000000,1993,Mayo,07,Viernes,436
Dazed and Confused,1993-09-24,6900000,7993039,1093039,1993,Septiembre,24,Viernes,437
Demolition Man,1993-10-08,57000000,159055768,102055768,1993,Octubre,08,Viernes,438
The Endless Summer 2,1994-06-03,0,0,0,1994,Junio,03,Viernes,439
Even Cowgirls Get the Blues,1994-05-13,8000000,0,-8000000,1994,Mayo,13,Viernes,440
Fatal Instinct,1993-10-29,0,0,0,1993,Octubre,29,Viernes,441
"[{'iso_639_1': 'zh', 'name': '普通话'}]",,0,0,0,,,,,442
The Favor,1994-04-29,0,0,0,1994,Abril,29,Viernes,443
Fearless,1993-10-15,0,0,0,1993,Octubre,15,Viernes,444
Fear of a Black Hat,1994-10-28,0,0,0,1994,Octubre,28,Viernes,445
With Honors,1994-04-29,0,0,0,1994,Abril,29,Viernes,446
Flesh and Bone,1993-11-05,0,9488998,9488998,1993,Noviembre,05,Viernes,447
Widows' Peak,1994-05-13,0,0,0,1994,Mayo,13,Viernes,448
For Love or Money,1993-10-01,30000000,11146270,-18853730,1993,Octubre,01,Viernes,449
The Firm,1993-06-30,42000000,270248367,228248367,1993,Junio,30,Miercoles,450
Free Willy,1993-07-16,20000000,153698625,133698625,1993,Julio,16,Viernes,451
Fresh,1994-08-24,0,0,0,1994,Agosto,24,Miercoles,452
The Fugitive,1993-08-06,44000000,368875760,324875760,1993,Agosto,06,Viernes,453
Geronimo: An American Legend,1993-12-10,35000000,18635620,-16364380,1993,Diciembre,10,Viernes,454
Released,,0,0,0,,,,,455
Getting Even with Dad,1994-06-17,30000000,0,-30000000,1994,Junio,17,Viernes,456
Go Fish,1994-06-10,0,0,0,1994,Junio,10,Viernes,457
A Good Man in Africa,1994-07-14,0,0,0,1994,Julio,14,Jueves,458
Guilty as Sin,1993-06-04,0,22886222,22886222,1993,Junio,04,Viernes,459
Hard Target,1993-08-20,18000000,74189677,56189677,1993,Agosto,20,Viernes,460
Heaven & Earth,1993-12-24,33000000,0,-33000000,1993,Diciembre,24,Viernes,461
Hot Shots! Part Deux,1993-05-21,25000000,133752825,108752825,1993,Mayo,21,Viernes,462
Live Nude Girls,1995-12-08,0,0,0,1995,Diciembre,08,Viernes,463
0,,0,5,5,,,,,464
The House of the Spirits,1993-10-19,25000000,0,-25000000,1993,Octubre,19,Martes,465
Released,,0,0,0,,,,,466
The Hudsucker Proxy,1994-03-11,30000000,0,-30000000,1994,Marzo,11,Viernes,467
I'll Do Anything,1994-02-04,40000000,0,-40000000,1994,Febrero,04,Viernes,468
In the Army Now,1994-08-12,0,28881266,28881266,1994,Agosto,12,Viernes,469
An assassin on the loose. A president in danger. Only one man stands between them...,,40000000,0,-40000000,,,,,470
Falsely accused. Wrongly imprisoned. He fought for justice to clear his father's name.,,13000000,0,-13000000,,,,,471
The Inkwell,1994-04-22,0,8880705,8880705,1994,Abril,22,Viernes,472
What's Love Got to Do with It,1993-06-09,0,0,0,1993,Junio,09,Miercoles,473
Jimmy Hollywood,1994-03-30,30000000,0,-30000000,1994,Marzo,30,Miercoles,474
Judgment Night,1993-10-15,0,12136938,12136938,1993,Octubre,15,Viernes,475
Jurassic Park,1993-06-11,63000000,920100000,857100000,1993,Junio,11,Viernes,476
Kalifornia,1993-09-01,9000000,2395231,-6604769,1993,Septiembre,01,Miercoles,477
Killing Zoe,1993-10-01,1500000,418961,-1081039,1993,Octubre,01,Viernes,478
King of the Hill,1993-08-20,0,0,0,1993,Agosto,20,Viernes,479
Lassie,1994-07-22,0,0,0,1994,Julio,22,Viernes,480
Last Action Hero,1993-06-18,85000000,137298489,52298489,1993,Junio,18,Viernes,481
Life With Mikey,1993-06-04,0,0,0,1993,Junio,04,Viernes,482
Lightning Jack,1994-03-11,0,0,0,1994,Marzo,11,Viernes,483
M. Butterfly,1993-09-09,0,1499795,1499795,1993,Septiembre,09,Jueves,484
Made in America,1993-05-27,22000000,0,-22000000,1993,Mayo,27,Jueves,485
Malice,1993-09-29,0,46405336,46405336,1993,Septiembre,29,Miercoles,486
The Man without a Face,1993-08-25,0,24760338,24760338,1993,Agosto,25,Miercoles,487
Manhattan Murder Mystery,1993-08-18,13500000,11285588,-2214412,1993,Agosto,18,Miercoles,488
Menace II Society,1993-05-26,3500000,27900000,24400000,1993,Mayo,26,Miercoles,489
Executive Decision,1996-03-15,55000000,121969216,66969216,1996,Marzo,15,Viernes,490
In the Realm of the Senses,1976-05-15,0,0,0,1976,Mayo,15,Sabado,491
What Happened Was...,1994-09-09,0,0,0,1994,Septiembre,09,Viernes,492
Much Ado About Nothing,1993-05-07,8000000,0,-8000000,1993,Mayo,07,Viernes,493
Mr. Jones,1993-10-08,0,0,0,1993,Octubre,08,Viernes,494
Mr. Wonderful,1993-10-15,0,0,0,1993,Octubre,15,Viernes,495
Mrs. Doubtfire,1993-11-24,25000000,441286195,416286195,1993,Noviembre,24,Miercoles,496
Naked,1993-09-14,0,0,0,1993,Septiembre,14,Martes,497
The Next Karate Kid,1994-07-18,12000000,15826984,3826984,1994,Julio,18,Lunes,498
The New Age,1994-09-16,0,0,0,1994,Septiembre,16,Viernes,499
No Escape,1994-04-29,20000000,15340000,-4660000,1994,Abril,29,Viernes,500
North,1994-07-22,40000000,0,-40000000,1994,Julio,22,Viernes,501
Orlando,1992-09-01,4000000,0,-4000000,1992,Septiembre,01,Martes,502
A Perfect World,1993-11-24,30000000,135130999,105130999,1993,Noviembre,24,Miercoles,503
Philadelphia,1993-12-22,26000000,206678440,180678440,1993,Diciembre,22,Miercoles,504
The Piano,1993-05-19,7000000,116700000,109700000,1993,Mayo,19,Miercoles,505
Poetic Justice,1993-07-23,14000000,27515786,13515786,1993,Julio,23,Viernes,506
The Program,1993-09-24,0,23042200,23042200,1993,Septiembre,24,Viernes,507
The Puppet Masters,1994-10-21,0,8638072,8638072,1994,Octubre,21,Viernes,508
Radioland Murders,1994-10-21,0,0,0,1994,Octubre,21,Viernes,509
The Ref,1994-03-09,11000000,11439193,439193,1994,Marzo,09,Miercoles,510
The Remains of the Day,1993-11-05,11500000,23237911,11737911,1993,Noviembre,05,Viernes,511
Renaissance Man,1994-06-03,40000000,24332324,-15667676,1994,Junio,03,Viernes,512
Rising Sun,1993-07-30,0,107198790,107198790,1993,Julio,30,Viernes,513
The Road to Wellville,1994-10-28,0,0,0,1994,Octubre,28,Viernes,514
RoboCop 3,1993-04-17,22000000,10696210,-11303790,1993,Abril,17,Sabado,515
Robin Hood: Men in Tights,1993-07-28,20000000,35739755,15739755,1993,Julio,28,Miercoles,516
Romeo Is Bleeding,1993-09-13,11500000,3275585,-8224415,1993,Septiembre,13,Lunes,517
Romper Stomper,1992-03-05,0,0,0,1992,Marzo,05,Jueves,518
Ruby in Paradise,1993-10-08,800000,1001437,201437,1993,Octubre,08,Viernes,519
Rudy,1993-09-17,12000000,22750363,10750363,1993,Septiembre,17,Viernes,520
The Saint of Fort Washington,1993-11-03,0,0,0,1993,Noviembre,03,Miercoles,521
Savage Nights,1992-08-19,0,0,0,1992,Agosto,19,Miercoles,522
Schindler's List,1993-11-29,22000000,321365567,299365567,1993,Noviembre,29,Lunes,523
The Scout,1994-09-30,0,0,0,1994,Septiembre,30,Viernes,524
Searching for Bobby Fischer,1993-08-13,0,7266383,7266383,1993,Agosto,13,Viernes,525
Second Best,1994-09-30,0,0,0,1994,Septiembre,30,Viernes,526
The Secret Garden,1993-08-13,0,0,0,1993,Agosto,13,Viernes,527
Serial Mom,1994-04-13,13000000,7820688,-5179312,1994,Abril,13,Miercoles,528
The Shadow Knows!,,25000000,0,-25000000,,,,,529
Shadowlands,1993-12-25,22000000,0,-22000000,1993,Diciembre,25,Sabado,530
Short Cuts,1993-09-05,0,6110979,6110979,1993,Septiembre,05,Domingo,531
A Simple Twist of Fate,1994-09-02,0,0,0,1994,Septiembre,02,Viernes,532
Sirens,1993-10-01,0,7770731,7770731,1993,Octubre,01,Viernes,533
Six Degrees of Separation,1993-12-08,0,0,0,1993,Diciembre,08,Miercoles,534
Sleepless in Seattle,1993-06-24,21000000,227799884,206799884,1993,Junio,24,Jueves,535
Sliver,1993-05-21,40000000,116300000,76300000,1993,Mayo,21,Viernes,536
Blade Runner,1982-06-25,28000000,33139618,5139618,1982,Junio,25,Viernes,537
Son in Law,1993-07-02,0,36448200,36448200,1993,Julio,02,Viernes,538
Released,,20000000,0,-20000000,,,,,539
Striking Distance,1993-09-17,30,0,-30,1993,Septiembre,17,Viernes,540
Harem,1985-11-20,0,0,0,1985,Noviembre,20,Miercoles,541
Super Mario Bros.,1993-05-28,48000000,20915465,-27084535,1993,Mayo,28,Viernes,542
Surviving the Game,1994-04-15,7400000,7690013,290013,1994,Abril,15,Viernes,543
Terminal Velocity,1994-09-23,50000000,16478900,-33521100,1994,Septiembre,23,Viernes,544
Thirty Two Short Films About Glenn Gould,1993-11-26,0,0,0,1993,Noviembre,26,Viernes,545
Threesome,1994-04-08,0,0,0,1994,Abril,08,Viernes,546
The Nightmare Before Christmas,1993-10-09,18000000,75634409,57634409,1993,Octubre,09,Sabado,547
The Three Musketeers,1993-11-11,30000000,53898845,23898845,1993,Noviembre,11,Jueves,548
Tombstone,1993-12-25,25000000,56505065,31505065,1993,Diciembre,25,Sabado,549
Trial by Jury,1994-09-09,0,0,0,1994,Septiembre,09,Viernes,550
True Romance,1993-09-09,12500000,12281551,-218449,1993,Septiembre,09,Jueves,551
The War Room,1993-12-05,0,0,0,1993,Diciembre,05,Domingo,552
The Pagemaster,1994-11-23,27000000,13670688,-13329312,1994,Noviembre,23,Miercoles,553
"Paris, France",1994-02-04,0,0,0,1994,Febrero,04,Viernes,554
"The Beans of Egypt, Maine",1994-01-01,0,0,0,1994,Enero,01,Sabado,555
Killer,1994-09-14,0,0,0,1994,Septiembre,14,Miercoles,556
Welcome to the Dollhouse,1995-05-24,0,0,0,1995,Mayo,24,Miercoles,557
Germinal,1993-09-29,0,0,0,1993,Septiembre,29,Miercoles,558
Chasers,1994-04-22,0,1596687,1596687,1994,Abril,22,Viernes,559
Cronos,1993-09-12,0,0,0,1993,Septiembre,12,Domingo,560
Naked in New York,1993-11-10,0,0,0,1993,Noviembre,10,Miercoles,561
Kika,1993-10-28,0,0,0,1993,Octubre,28,Jueves,562
Bhaji on the Beach,1994-01-21,0,0,0,1994,Enero,21,Viernes,563
Little Big League,1994-06-29,0,0,0,1994,Junio,29,Miercoles,564
The Slingshot,1993-09-24,0,0,0,1993,Septiembre,24,Viernes,565
Wide Eyed and Legless,1993-09-05,0,0,0,1993,Septiembre,05,Domingo,566
Foreign Student,1994-07-29,0,0,0,1994,Julio,29,Viernes,567
"Ciao, Professore!",1992-10-01,0,0,0,1992,Octubre,01,Jueves,568
Spanking the Monkey,1994-01-15,200000,0,-200000,1994,Enero,15,Sabado,569
The Little Rascals,1994-08-05,0,67308282,67308282,1994,Agosto,05,Viernes,570
À la mode,1993-09-10,0,0,0,1993,Septiembre,10,Viernes,571
Andre,1994-08-17,0,0,0,1994,Agosto,17,Miercoles,572
The Escort,1993-01-01,0,0,0,1993,Enero,01,Viernes,573
Princess Caraboo,1994-09-16,0,3021629,3021629,1994,Septiembre,16,Viernes,574
The Celluloid Closet,1996-01-30,0,0,0,1996,Enero,30,Martes,575
Café au Lait,1993-01-01,0,0,0,1993,Enero,01,Viernes,576
Dear Diary,1993-10-12,0,0,0,1993,Octubre,12,Martes,577
Released,,0,0,0,,,,,578
The Brady Bunch Movie,1995-02-16,0,0,0,1995,Febrero,16,Jueves,579
Home Alone,1990-11-09,18000000,476684675,458684675,1990,Noviembre,09,Viernes,580
Ghost,1990-07-12,22000000,505000000,483000000,1990,Julio,12,Jueves,581
Aladdin,1992-11-25,28000000,504050219,476050219,1992,Noviembre,25,Miercoles,582
Terminator 2: Judgment Day,1991-07-01,100000000,520000000,420000000,1991,Julio,01,Lunes,583
Dances with Wolves,1990-11-09,22000000,424208848,402208848,1990,Noviembre,09,Viernes,584
Tough and Deadly,1995-02-14,0,0,0,1995,Febrero,14,Martes,585
Batman,1989-06-23,35000000,411348924,376348924,1989,Junio,23,Viernes,586
The Silence of the Lambs,1991-02-01,19000000,272742922,253742922,1991,Febrero,01,Viernes,587
"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.",,1488423,0,-1488423,,,,,588
Beauty and the Beast,1991-11-13,25000000,377350553,352350553,1991,Noviembre,13,Miercoles,589
For anyone who has ever wished upon a star.,,2600000,0,-2600000,,,,,590
Pretty Woman,1990-03-23,14000000,463000000,449000000,1990,Marzo,23,Viernes,591
Window to Paris,1993-12-01,0,0,0,1993,Diciembre,01,Miercoles,592
The Wild Bunch,1969-06-17,6244087,638641,-5605446,1969,Junio,17,Martes,593
Love and a .45,1994-11-23,0,0,0,1994,Noviembre,23,Miercoles,594
The Wooden Man's Bride,1994-02-05,0,0,0,1994,Febrero,05,Sabado,595
A Great Day in Harlem,1994-09-27,0,0,0,1994,Septiembre,27,Martes,596
Bye Bye Love,1995-03-16,0,0,0,1995,Marzo,16,Jueves,597
One Fine Day,1996-12-20,0,97529550,97529550,1996,Diciembre,20,Viernes,598
Candyman: Farewell to the Flesh,1995-03-17,0,13940383,13940383,1995,Marzo,17,Viernes,599
Century,1993-12-31,0,0,0,1993,Diciembre,31,Viernes,600
Fargo,1996-04-05,7000000,60611975,53611975,1996,Abril,05,Viernes,601
Homeward Bound II: Lost in San Francisco,1996-03-08,0,32709423,32709423,1996,Marzo,08,Viernes,602
Heavy Metal,1981-08-07,9300000,0,-9300000,1981,Agosto,07,Viernes,603
Hellraiser: Bloodline,1996-03-08,4000000,16675000,12675000,1996,Marzo,08,Viernes,604
"[{'iso_639_1': 'en', 'name': 'English'}]",,8000000,0,-8000000,,,,,605
Jane Eyre,1996-02-09,0,0,0,1996,Febrero,09,Viernes,606
Loaded,1996-04-12,500000,0,-500000,1996,Abril,12,Viernes,607
Bread and Chocolate,1974-05-05,0,0,0,1974,Mayo,05,Domingo,608
The Aristocats,1970-12-23,4000000,55675257,51675257,1970,Diciembre,23,Miercoles,609
107.0,,0,0,0,,,,,610
Two Much,1996-02-14,0,0,0,1996,Febrero,14,Miercoles,611
Ed,1996-03-15,0,0,0,1996,Marzo,15,Viernes,612
Scream of Stone,1991-01-01,0,0,0,1991,Enero,01,Martes,613
My Favorite Season,1993-05-14,0,0,0,1993,Mayo,14,Viernes,614
A Modern Affair,1996-09-06,0,0,0,1996,Septiembre,06,Viernes,615
Condition Red,1995-12-08,0,0,0,1995,Diciembre,08,Viernes,616
Halfaouine: Boy of the Terraces,1990-01-01,0,0,0,1990,Enero,01,Lunes,617
A Thin Line Between Love and Hate,1996-04-04,0,0,0,1996,Abril,04,Jueves,618
The Last Supper,1995-09-08,0,442965,442965,1995,Septiembre,08,Viernes,619
Primal Fear,1996-04-03,30000000,102616183,72616183,1996,Abril,03,Miercoles,620
Rude,1995-09-08,0,0,0,1995,Septiembre,08,Viernes,621
0,,0,1,1,,,,,622
All Dogs Go to Heaven 2,1996-03-29,0,8620678,8620678,1996,Marzo,29,Viernes,623
Land and Freedom,1995-01-01,0,0,0,1995,Enero,01,Domingo,624
Denise Calls Up,1995-05-17,0,0,0,1995,Mayo,17,Miercoles,625
Theodore Rex,1995-12-14,33500000,0,-33500000,1995,Diciembre,14,Jueves,626
A Family Thing,1996-03-29,0,0,0,1996,Marzo,29,Viernes,627
Frisk,1996-03-22,0,0,0,1996,Marzo,22,Viernes,628
Sgt. Bilko,1996-03-29,0,0,0,1996,Marzo,29,Viernes,629
Jack & Sarah,1995-06-02,0,218626,218626,1995,Junio,02,Viernes,630
Girl 6,1996-03-22,12000000,4939939,-7060061,1996,Marzo,22,Viernes,631
Diabolique,1996-03-22,0,0,0,1996,Marzo,22,Viernes,632
"Little Indian, Big City",1994-12-14,0,0,0,1994,Diciembre,14,Miercoles,633
Roula,1995-09-11,0,0,0,1995,Septiembre,11,Lunes,634
Peanuts – Die Bank zahlt alles,1996-03-21,0,0,0,1996,Marzo,21,Jueves,635
Happy Weekend,1996-03-14,0,65335,65335,1996,Marzo,14,Jueves,636
Nelly and Monsieur Arnaud,1996-04-12,0,0,0,1996,Abril,12,Viernes,637
Courage Under Fire,1996-07-04,46000000,100860818,54860818,1996,Julio,04,Jueves,638
Mission: Impossible,1996-05-22,80000000,457696359,377696359,1996,Mayo,22,Miercoles,639
Cold Fever,1995-02-10,0,0,0,1995,Febrero,10,Viernes,640
Moll Flanders,1996-06-14,0,0,0,1996,Junio,14,Viernes,641
The Superwife,1996-03-06,0,0,0,1996,Marzo,06,Miercoles,642
"301, 302",1995-04-22,0,0,0,1995,Abril,22,Sabado,643
DragonHeart,1996-05-31,57000000,115267375,58267375,1996,Mayo,31,Viernes,644
Und keiner weint mir nach,1996-02-29,0,0,0,1996,Febrero,29,Jueves,645
My Mother's Courage,1995-09-12,0,0,0,1995,Septiembre,12,Martes,646
0,,0,3,3,,,,,647
Yankee Zulu,1993-12-01,0,0,0,1993,Diciembre,01,Miercoles,648
Billy's Holiday,1995-07-26,0,0,0,1995,Julio,26,Miercoles,649
