key,title,budget,revenue,profit,return,year,month,day,day_week,collection
8589938235,Concert for George,0,0,0,,2002,Noviembre,29,Viernes,
8589938244,Intolerable Cruelty,60000000,119940815,59940815,1.9990135833333333,2003,Septiembre,02,Martes,
8589938390,Battle Royale,4500000,25000000,20500000,5.555555555555555,2000,Diciembre,16,Sabado,Battle Royale Collection
8589938418,Follow the Fleet,0,0,0,,1936,Febrero,20,Jueves,
8589938594,The Trouble with Angels,0,0,0,,1966,Marzo,29,Martes,
8589938622,Win a Date with Tad Hamilton!,17000000,16980098,-19902,0.9988292941176471,2004,Enero,23,Viernes,
8589938659,Best Defense,18000000,19265302,1265302,1.0702945555555556,1984,Julio,20,Viernes,
8589938671,Allegro non troppo,0,0,0,,1976,Marzo,12,Viernes,
8589935278,Bring It On,28000000,90449929,62449929,3.230354607142857,2000,Agosto,25,Viernes,Bring It On Collection
8589935505,Gardens of Stone,0,5262047,5262047,,1987,Mayo,05,Martes,
8589935643,The Body,0,0,0,,2001,Abril,13,Viernes,
8589935778,Cats & Dogs,60000000,93375151,33375151,1.5562525166666668,2001,Julio,04,Miercoles,Cats & Dogs Collection
8589935806,X: The Man with the X-Ray Eyes,0,0,0,,1963,Septiembre,18,Miercoles,
8589936138,3 Ninjas,0,0,0,,1992,Agosto,07,Viernes,
8589936225,Coal Miner's Daughter,15000000,67182787,52182787,4.478852466666667,1980,Marzo,07,Viernes,
8589936525,Wendigo,0,0,0,,2001,Enero,23,Martes,
8589936636,Stir Crazy,0,101300000,101300000,,1980,Diciembre,12,Viernes,
8589936661,Boxcar Bertha,600000,0,-600000,0.0,1972,Junio,14,Miercoles,
8589936753,My Beautiful Laundrette,860000,2451545,1591545,2.8506337209302326,1985,Septiembre,07,Sabado,
8589936795,Rapid Fire,10000000,14356479,4356479,1.4356479,1992,Julio,24,Viernes,
8589937180,Escanaba in da Moonlight,0,0,0,,2001,Enero,26,Viernes,
8589937227,The Pursuit of D.B. Cooper,0,0,0,,1981,Noviembre,13,Viernes,
8589937393,WiseGirls,0,0,0,,2002,Diciembre,06,Viernes,
8589937564,The Thrill of It All,0,0,0,,1963,Julio,17,Miercoles,
8589937770,Dementia 13,30000,0,-30000,0.0,1963,Septiembre,25,Miercoles,
8589937844,Half Moon Street,0,0,0,,1986,Agosto,13,Miercoles,
8589937878,Just a Little Harmless Sex,0,0,0,,1999,Junio,11,Viernes,
8589937977,Purpose,0,0,0,,2002,Febrero,21,Jueves,
8589938089,Gotcha!,0,8800000,8800000,,1985,Mayo,03,Viernes,
8589938414,The Witches of Eastwick,0,63766510,63766510,,1987,Junio,12,Viernes,
8589938636,Hangin' With The Homeboys,0,0,0,,1991,Abril,05,Viernes,
8589934792,Who's That Girl,0,7305209,7305209,,1987,Agosto,07,Viernes,
8589934826,Jungle Fever,14000000,32482682,18482682,2.3201915714285715,1991,Junio,07,Viernes,
8589935517,Ishtar,55000000,14375181,-40624819,0.26136692727272726,1987,Mayo,15,Viernes,
8589935652,The Luzhin Defence,0,0,0,,2000,Agosto,21,Lunes,
8589936289,Black Knight,0,0,0,,2001,Noviembre,21,Miercoles,
8589936604,Ice Age,59000000,383257136,324257136,6.495883661016949,2002,Marzo,10,Domingo,Ice Age Collection
8589937130,The Inquisitor,0,0,0,,1981,Septiembre,21,Lunes,
8589937447,I'm All Right Jack,0,0,0,,1959,Agosto,18,Martes,
8589937469,If You Could See What I Hear,0,0,0,,1982,Enero,07,Jueves,
8589937559,Murphy's Law,0,0,0,,1986,Abril,18,Viernes,
8589937749,The In-Laws,0,20440627,20440627,,2003,Mayo,23,Viernes,
8589938134,Duplex,40000000,19322135,-20677865,0.483053375,2003,Septiembre,26,Viernes,
8589938633,The Lost Skeleton of Cadavra,0,0,0,,2001,Septiembre,12,Miercoles,
8589934923,Arthur,7000000,95461682,88461682,13.637383142857143,1981,Julio,17,Viernes,Arthur Collection
8589934984,The Idolmaker,0,0,0,,1980,Noviembre,14,Viernes,
8589935242,Easy Money,0,0,0,,1983,Agosto,19,Viernes,
8589935490,Curse,0,0,0,,1987,Enero,01,Jueves,
8589935562,Get Over It,10000000,0,-10000000,0.0,2001,Marzo,08,Jueves,
8589935664,Tuvalu,0,0,0,,1999,Noviembre,19,Viernes,
8589935716,The Kentuckian,0,0,0,,1955,Agosto,01,Lunes,
8589935955,Young Einstein,0,0,0,,1988,Diciembre,15,Jueves,
8589935993,Harlem Nights,30000000,60864870,30864870,2.028829,1989,Noviembre,17,Viernes,
8589936116,Session 9,1500000,373967,-1126033,0.24931133333333333,2001,Agosto,10,Viernes,
8589936146,The Musketeer,40000000,27053815,-12946185,0.676345375,2001,Septiembre,07,Viernes,
8589936315,The Cheap Detective,0,0,0,,1978,Junio,23,Viernes,
8589936677,Rashomon,250000,96568,-153432,0.386272,1950,Diciembre,26,Martes,
8589936804,The Bourne Identity,60000000,214034224,154034224,3.567237066666667,2002,Junio,14,Viernes,The Bourne Collection
8589936944,Love and a Bullet,0,0,0,,2002,Agosto,30,Viernes,
8589936955,Thesis,0,2647055,2647055,,1996,Abril,11,Jueves,
8589936987,The Man in the White Suit,0,0,0,,1951,Agosto,07,Martes,
8589936995,Trapped,30000000,6916869,-23083131,0.2305623,2002,Septiembre,20,Viernes,
8589937093,Banana Joe,0,0,0,,1982,Marzo,24,Miercoles,
8589937529,Die weisse Rose,0,0,0,,1982,Septiembre,24,Viernes,
8589937913,The Cuckoo,0,0,0,,2002,Enero,01,Martes,
8589937915,The Housekeeper,0,0,0,,2002,Noviembre,13,Miercoles,
8589938051,Live Nude Girls Unite!,0,48752,48752,,2000,Octubre,06,Viernes,
8589938114,Jungle Book,0,0,0,,1942,Abril,03,Viernes,
8589938208,Love Affair,0,0,0,,1939,Abril,07,Viernes,
8589938600,Mesmerized,5000000,0,-5000000,0.0,1985,Noviembre,18,Lunes,
8589934594,The Quarry,0,0,0,,1998,Septiembre,09,Miercoles,
8589934618,Vampyros Lesbos,0,0,0,,1971,Julio,15,Jueves,
8589934758,Condo Painting,0,0,0,,2000,Marzo,17,Viernes,
8589935120,American Virgin,0,0,0,,2000,Junio,02,Viernes,
8589935494,Disorderlies,0,10348437,10348437,,1987,Julio,14,Martes,
8589935530,A Month in the Country,0,0,0,,1987,Enero,01,Jueves,
8589935635,Beautiful Creatures,0,0,0,,2000,Agosto,23,Miercoles,
8589935871,Bird,0,0,0,,1988,Julio,01,Viernes,
8589935954,Without a Clue,0,0,0,,1988,Octubre,21,Viernes,
8589936023,The Package,0,0,0,,1989,Agosto,25,Viernes,
8589936025,Penn & Teller Get Killed,0,0,0,,1989,Septiembre,22,Viernes,
8589936267,Better Than Sex,0,0,0,,2000,Noviembre,09,Jueves,
8589936565,The Magnificent Ambersons,0,0,0,,1942,Julio,10,Viernes,
8589936909,The Adventures of Pluto Nash,100000000,7103973,-92896027,0.07103973,2002,Agosto,15,Jueves,
8589936957,Barbershop,12000000,75781642,63781642,6.315136833333334,2002,Abril,01,Lunes,Barbershop Collection
8589937088,Xanadu,20000000,22471595,2471595,1.12357975,1980,Agosto,08,Viernes,
8589937366,The Story of O,0,0,0,,1975,Agosto,28,Jueves,
8589937562,Q & A,0,0,0,,1990,Abril,27,Viernes,
8589937607,King of Kings,5037000,14483352,9446352,2.875392495533055,1961,Octubre,11,Miercoles,
8589938295,The Solid Gold Cadillac,0,0,0,,1956,Agosto,22,Miercoles,
8589938513,What Alice Found,0,0,0,,2003,Enero,25,Sabado,
8589938634,Who's the Man?,0,0,0,,1993,Abril,23,Viernes,
8589938669,The Thief of Bagdad,1135654,1213880,78226,1.0688818953660182,1924,Marzo,18,Martes,
8589934769,The Big Country,0,0,0,,1958,Septiembre,30,Martes,
8589935021,Mission: Impossible II,125000000,546388105,421388105,4.37110484,2000,Mayo,24,Miercoles,Mission: Impossible Collection
8589935199,Anatomy of a Murder,0,0,0,,1959,Julio,01,Miercoles,
8589935224,Space Cowboys,65000000,128884132,63884132,1.9828328,2000,Julio,31,Lunes,
8589935587,The Fantasticks,10000000,0,-10000000,0.0,1995,Diciembre,27,Miercoles,
8589935793,Donovan's Reef,2686000,6600000,3914000,2.4571854058078926,1963,Junio,12,Miercoles,
8589935852,Encounter in the Third Dimension,0,0,0,,1999,Marzo,31,Miercoles,
8589936020,Next of Kin,12000000,15942628,3942628,1.3285523333333333,1989,Octubre,20,Viernes,
8589936189,"It's a Mad, Mad, Mad, Mad World",9400000,60000000,50600000,6.382978723404255,1963,Noviembre,07,Jueves,
8589936275,Domestic Disturbance,75000000,54249294,-20750706,0.72332392,2001,Octubre,30,Martes,
8589936532,The Lone Ranger,0,0,0,,1956,Febrero,25,Sabado,
8589937255,The Emperor's Club,0,0,0,,2002,Noviembre,22,Viernes,
8589937370,Quicksilver,0,0,0,,1986,Febrero,14,Viernes,
8589937482,A Midsummer Night's Sex Comedy,0,0,0,,1982,Julio,16,Viernes,
8589938037,The Discreet Charm of the Bourgeoisie,800000,0,-800000,0.0,1972,Septiembre,15,Viernes,
8589938216,Chattahoochee,0,0,0,,1989,Septiembre,16,Sabado,
8589934595,The Terrorist,24554,140021,115467,5.702573918709782,1998,Septiembre,12,Sabado,
8589935117,Love's Labour's Lost,13000000,299792,-12700208,0.023060923076923076,2000,Marzo,31,Viernes,
8589935147,Time Regained,0,0,0,,1999,Mayo,19,Miercoles,
8589935286,Backstage,0,0,0,,2000,Septiembre,08,Viernes,
8589935458,Coffy,500000,0,-500000,0.0,1973,Junio,13,Miercoles,
8589935785,Another Woman,0,0,0,,1988,Octubre,13,Jueves,
8589935984,Family Business,0,12195695,12195695,,1989,Diciembre,15,Viernes,
8589936143,Vamp,1900000,4790926,2890926,2.52154,1986,Julio,18,Viernes,
8589936647,The Light at the Edge of the World,0,0,0,,1971,Julio,16,Viernes,
8589936782,Let's Make Love,0,0,0,,1960,Octubre,07,Viernes,
8589937003,Sweet Home Alabama,30000000,180622424,150622424,6.020747466666666,2002,Septiembre,26,Jueves,
8589937087,Without Warning,150000,0,-150000,0.0,1980,Septiembre,26,Viernes,
8589937390,The Son,0,0,0,,2002,Mayo,23,Jueves,
8589937429,Dead Reckoning,0,0,0,,1947,Enero,16,Jueves,
8589937825,Music Box,0,6263883,6263883,,1989,Diciembre,22,Viernes,
8589937838,Quai des Orfèvres,0,152961,152961,,1947,Octubre,03,Viernes,
8589937840,Cahill U.S. Marshal,0,0,0,,1973,Julio,11,Miercoles,
8589937910,Pirates of the Caribbean: The Curse of the Black Pearl,140000000,655011224,515011224,4.6786516,2003,Julio,09,Miercoles,Pirates of the Caribbean Collection
8589938346,Slacker,0,0,0,,1990,Julio,27,Viernes,
8589938519,The Statement,0,0,0,,2003,Diciembre,12,Viernes,
8589938577,My Darling Clementine,0,0,0,,1946,Diciembre,03,Martes,
8589934691,Not One Less,0,0,0,,1999,Septiembre,07,Martes,
8589935040,In Old California,0,0,0,,1942,Mayo,31,Domingo,
8589935186,Blow-Up,0,0,0,,1966,Diciembre,18,Domingo,
8589935289,Nurse Betty,24000000,0,-24000000,0.0,2000,Septiembre,08,Viernes,
8589935295,Circus,0,0,0,,2000,Mayo,05,Viernes,
8589935727,Midnight Madness,0,0,0,,1980,Febrero,08,Viernes,
8589935735,Evolution,80000000,98376292,18376292,1.22970365,2001,Junio,08,Viernes,
8589935830,Fist of Fury,100000,0,-100000,0.0,1972,Marzo,22,Miercoles,
8589935979,Eddie and the Cruisers II: Eddie Lives!,0,0,0,,1989,Enero,01,Domingo,
8589936016,Millennium,0,0,0,,1989,Agosto,25,Viernes,
8589936134,Jeepers Creepers,10000000,59217789,49217789,5.9217789,2001,Julio,01,Domingo,Jeepers Creepers Collection
8589936178,Moscow Does Not Believe in Tears,0,0,0,,1980,Febrero,11,Lunes,
8589936244,Clambake,0,0,0,,1967,Enero,01,Domingo,
8589936340,Lone Wolf McQuade,5000000,12232628,7232628,2.4465256,1983,Abril,14,Jueves,
8589936633,Smokey and the Bandit,0,126737428,126737428,,1977,Mayo,26,Jueves,Smokey and the Bandit Collection
8589936685,My Big Fat Greek Wedding,5000000,368744044,363744044,73.7488088,2002,Febrero,22,Viernes,My Big Fat Greek Wedding Collection
8589936888,Signs,72000000,408247917,336247917,5.670109958333334,2002,Agosto,02,Viernes,
8589936918,Amy's Orgasm,0,0,0,,2001,Marzo,08,Jueves,
8589937365,Invaders from Mars,0,0,0,,1953,Abril,22,Miercoles,
8589937423,Amen.,0,0,0,,2002,Febrero,13,Miercoles,
8589937466,Honkytonk Man,0,0,0,,1982,Diciembre,15,Miercoles,
8589937678,A Mighty Wind,6000000,18750246,12750246,3.125041,2003,Abril,16,Miercoles,
8589937970,Accattone,0,0,0,,1961,Agosto,31,Jueves,
8589938026,The Mysterians,0,0,0,,1957,Diciembre,28,Sabado,
8589938117,Squirm,0,0,0,,1976,Julio,30,Viernes,
8589938386,Presumed Innocent,22000000,221303188,199303188,10.059235818181818,1990,Julio,26,Jueves,
8589938591,The Boy with Green Hair,0,0,0,,1948,Noviembre,16,Martes,
8589934761,Breaking Away,2300000,20000000,17700000,8.695652173913043,1979,Mayo,24,Jueves,
8589934799,The Muppets Take Manhattan,8000000,0,-8000000,0.0,1984,Julio,13,Viernes,The Muppet Collection
8589935101,Mad Max 2: The Road Warrior,2000000,24600832,22600832,12.300416,1981,Diciembre,24,Jueves,Mad Max Collection
8589935277,Phish: Bittersweet Motel,0,0,0,,2000,Agosto,25,Viernes,
8589935475,Back to the Beach,0,0,0,,1987,Agosto,07,Viernes,
8589935502,Five Corners,0,0,0,,1987,Septiembre,11,Viernes,
8589935525,Making Mr. Right,0,0,0,,1987,Enero,01,Jueves,
8589935624,Someone Like You...,23000000,0,-23000000,0.0,2001,Marzo,30,Viernes,
8589935970,Cookie,0,0,0,,1989,Agosto,23,Miercoles,
8589936121,Innocence,0,0,0,,2000,Septiembre,08,Viernes,
8589936431,Fire and Ice,1200000,760883,-439117,0.6340691666666667,1983,Marzo,25,Viernes,
8589936900,Lan Yu,0,0,0,,2001,Mayo,18,Viernes,
8589937241,Southern Comfort,0,0,0,,1981,Septiembre,25,Viernes,
8589937454,The Unfaithful Wife,0,0,0,,1969,Enero,01,Miercoles,
8589937456,Endangered Species,0,0,0,,1982,Septiembre,10,Viernes,
8589937772,Le Mans,0,0,0,,1971,Junio,23,Miercoles,
8589937925,Garage Days,0,0,0,,2002,Octubre,03,Jueves,
8589938011,Where the Rivers Flow North,0,0,0,,1993,Junio,14,Lunes,
8589938031,The Red Shoes,500000,0,-500000,0.0,1948,Julio,20,Martes,
8589938043,War Photographer,0,0,0,,2001,Enero,01,Lunes,
8589938314,My Architect,0,0,0,,2003,Noviembre,12,Miercoles,
8589938492,Grass,0,0,0,,1999,Septiembre,15,Miercoles,
8589934747,"Charlie, the Lonesome Cougar",0,0,0,,1967,Octubre,18,Miercoles,
8589934810,Final Destination,23000000,53302314,30302314,2.317491913043478,2000,Marzo,16,Jueves,Final Destination Collection
8589934861,Lord of the Flies,250000,0,-250000,0.0,1963,Agosto,13,Martes,
8589935042,Dark Command,0,0,0,,1940,Abril,15,Lunes,
8589935067,Stay Tuned,25000000,10736401,-14263599,0.42945604,1992,Agosto,14,Viernes,
8589935292,The Way of the Gun,8500000,19125401,10625401,2.2500471764705883,2000,Septiembre,08,Viernes,
8589935325,The Bank Dick,0,0,0,,1940,Noviembre,29,Viernes,
8589935600,The Mighty Quinn,0,4557214,4557214,,1989,Febrero,17,Viernes,
8589935603,Manhunter,15000000,8620929,-6379071,0.5747286,1986,Agosto,14,Jueves,The Hannibal Lecter Anthology
8589936076,Warlock: The Armageddon,0,0,0,,1993,Mayo,01,Sabado,Warlock Collection
8589936128,Happy Accidents,0,688510,688510,,2000,Enero,25,Martes,
8589936166,Training Day,45000000,104876233,59876233,2.3305829555555557,2001,Octubre,05,Viernes,
8589936305,The Beastmaster,0,14056528,14056528,,1982,Agosto,20,Viernes,Beastmaster Collection
8589936402,Yentl,12000000,30400000,18400000,2.533333333333333,1983,Noviembre,18,Viernes,
8589936443,Blankman,0,0,0,,1994,Agosto,19,Viernes,
8589936471,A Rumor of Angels,0,0,0,,2000,Septiembre,08,Viernes,
8589936530,The Bad News Bears in Breaking Training,0,19104350,19104350,,1977,Julio,08,Viernes,
8589936596,Burial Ground,0,0,0,,1981,Enero,23,Viernes,
8589936665,Impromptu,0,0,0,,1991,Abril,12,Viernes,
8589936882,Ossessione,0,0,0,,1943,Mayo,16,Domingo,
8589937064,Fidel: The Untold Story,0,0,0,,2001,Agosto,02,Jueves,
8589937164,The Professional,0,0,0,,1981,Octubre,21,Miercoles,
8589937251,True Confessions,0,0,0,,1981,Septiembre,25,Viernes,
8589937383,The King of Comedy,20000000,0,-20000000,0.0,1982,Diciembre,18,Sabado,
8589937577,Stone Reader,0,0,0,,2002,Enero,01,Martes,
8589937709,A Decade Under the Influence,0,0,0,,2003,Abril,25,Viernes,
8589938020,Tunes of Glory,0,0,0,,1960,Agosto,16,Martes,
8589938059,Autumn Spring,0,0,0,,2001,Septiembre,27,Jueves,
8589938062,Dust,0,0,0,,2001,Agosto,29,Miercoles,
8589934609,The Snows of Kilimanjaro,0,0,0,,1952,Agosto,18,Lunes,
8589934703,The Whole Nine Yards,41300000,106371651,65071651,2.575584769975787,2000,Febrero,18,Viernes,The Whole Nine/Ten Yards Collection
8589934712,The Kid,250000,2500000,2250000,10.0,1921,Enero,21,Viernes,
8589934867,Hud,2500000,10000000,7500000,4.0,1963,Mayo,29,Miercoles,
8589934869,Inherit the Wind,0,0,0,,1960,Junio,24,Viernes,
8589935113,Burglar,0,0,0,,1987,Marzo,20,Viernes,
8589935267,Shane,3100000,20000000,16900000,6.451612903225806,1953,Abril,23,Jueves,
8589935365,The Beyond,0,0,0,,1981,Abril,22,Miercoles,
8589935482,The Big Town,0,1700000,1700000,,1987,Septiembre,25,Viernes,
8589935733,What's the Worst That Could Happen?,45000000,0,-45000000,0.0,2001,Mayo,31,Jueves,
8589936387,The Convent,0,0,0,,2000,Enero,21,Viernes,
8589936389,Dodsworth,0,0,0,,1936,Septiembre,23,Miercoles,
8589936519,Green Dragon,0,0,0,,2001,Enero,01,Lunes,
8589936696,Transylvania 6-5000,0,0,0,,1985,Noviembre,08,Viernes,
8589936808,The Emperor's New Clothes,0,0,0,,2001,Enero,01,Lunes,
8589936922,Hybrid,0,0,0,,2000,Noviembre,24,Viernes,
8589936927,Hot Shots!,26000000,181096164,155096164,6.965237076923077,1991,Julio,31,Miercoles,Hot Shots! Collection
8589937214,Left Behind II: Tribulation Force,0,0,0,,2002,Octubre,29,Martes,Left Behind Collection
8589937476,Liquid Sky,0,0,0,,1982,Agosto,01,Domingo,
8589937536,Deliver Us from Eva,0,0,0,,2003,Febrero,07,Viernes,
8589937545,He Loves Me... He Loves Me Not,0,5126264,5126264,,2002,Marzo,27,Miercoles,
8589937666,DysFunktional Family,0,0,0,,2003,Abril,04,Viernes,
8589937736,The Carpetbaggers,0,0,0,,1964,Abril,08,Miercoles,
8589937898,Scaramouche,3005000,6746000,3741000,2.2449251247920134,1952,Mayo,08,Jueves,
8589938137,Camera Obscura,0,0,0,,2000,Febrero,06,Domingo,
8589938268,Unconditional Love,0,0,0,,2002,Agosto,23,Viernes,
8589938335,Dead of Night,0,0,0,,1945,Septiembre,04,Martes,
8589938574,Where the Boys Are,0,0,0,,1960,Diciembre,28,Miercoles,
8589934995,Whipped,3000000,0,-3000000,0.0,2000,Septiembre,01,Viernes,
8589935088,Porky's 3: Revenge,9000000,20518905,11518905,2.2798783333333335,1985,Marzo,22,Viernes,Porky's Collection
8589935527,Masters of the Universe,22000000,17336370,-4663630,0.7880168181818182,1987,Agosto,07,Viernes,
8589935557,Carman: The Champion,0,0,0,,2001,Marzo,02,Viernes,
8589935580,The Fortune Cookie,0,0,0,,1966,Octubre,19,Miercoles,
8589935928,Rocket Gibraltar,0,187349,187349,,1988,Septiembre,02,Viernes,
8589935973,Dead Bang,0,8125592,8125592,,1989,Marzo,24,Viernes,
8589936456,A Walk to Remember,11000000,41227069,30227069,3.7479153636363636,2002,Enero,25,Viernes,
8589936586,The Long Riders,10000000,15795189,5795189,1.5795189,1980,Mayo,12,Lunes,
8589936590,The Monster Club,0,0,0,,1981,Abril,11,Sabado,
8589936668,High Crimes,42000000,63781810,21781810,1.5186145238095239,2002,Abril,03,Miercoles,
8589936801,Divine Secrets of the Ya-Ya Sisterhood,27000000,0,-27000000,0.0,2002,Junio,07,Viernes,
8589936844,Like Mike,30000000,0,-30000000,0.0,2002,Julio,03,Miercoles,
8589936911,Mostly Martha,0,0,0,,2001,Septiembre,09,Domingo,
8589937028,Texasville,0,0,0,,1990,Septiembre,28,Viernes,
8589937043,Seance on a Wet Afternoon,0,0,0,,1964,Junio,19,Viernes,
8589937204,Mutant Action,0,0,0,,1993,Febrero,03,Miercoles,
8589937486,Monty Python Live at the Hollywood Bowl,0,0,0,,1982,Junio,25,Viernes,
8589937997,The Cemetery Club,0,0,0,,1993,Febrero,03,Miercoles,
8589938221,Leap of Faith,0,0,0,,1992,Diciembre,18,Viernes,
8589938252,Pieces of April,300000,0,-300000,0.0,2003,Enero,19,Domingo,
8589934816,Mirror,0,0,0,,1975,Marzo,07,Viernes,
8589934864,Solar Crisis,55000000,0,-55000000,0.0,1990,Julio,14,Sabado,
8589934933,American Psycho,7000000,34266564,27266564,4.895223428571429,2000,Abril,13,Jueves,American Psycho Collection
8589934964,The Big Kahuna,7000000,3728888,-3271112,0.5326982857142857,2000,Abril,28,Viernes,
8589935125,Near Dark,5000000,0,-5000000,0.0,1987,Octubre,02,Viernes,
8589935747,Youngblood,0,0,0,,1986,Enero,31,Viernes,
8589936098,Liebestraum,0,0,0,,1991,Septiembre,13,Viernes,
8589936191,The Little Foxes,0,0,0,,1941,Agosto,20,Miercoles,
8589936264,K-PAX,48000000,50315140,2315140,1.0482320833333334,2001,Octubre,22,Lunes,
8589936386,Little Otik,0,0,0,,2001,Enero,25,Jueves,
8589936438,Snow Dogs,33000000,0,-33000000,0.0,2002,Enero,18,Viernes,
8589936473,Caged Heat,180000,0,-180000,0.0,1974,Abril,19,Viernes,
8589936555,The Amazing Quest of Ernest Bliss,0,0,0,,1936,Julio,28,Martes,
8589937107,The Creature Wasn't Nice,0,0,0,,1983,Julio,01,Viernes,
8589937468,"I, the Jury",0,0,0,,1982,Abril,22,Jueves,
8589937675,XX/XY,0,0,0,,2002,Enero,11,Viernes,
8589937914,The Holy Land,0,0,0,,2001,Abril,04,Miercoles,
8589938063,Stoked: The Rise And Fall Of Gator,0,0,0,,2004,Junio,25,Viernes,
8589938150,"Same Time, Next Year",118,19,-99,0.16101694915254236,1978,Abril,23,Domingo,
8589938350,Forbidden Games,0,10188,10188,,1952,Mayo,09,Viernes,
8589938384,Over the Top,25000000,16057580,-8942420,0.6423032,1987,Febrero,13,Viernes,
8589934820,...And Justice for All,0,33300000,33300000,,1979,Octubre,19,Viernes,
8589935102,Mad Max Beyond Thunderdome,12305523,36230219,23924696,2.9442242316722336,1985,Junio,29,Sabado,Mad Max Collection
8589935290,Alone,0,0,0,,1999,Marzo,05,Viernes,
8589935331,Phantom of the Opera,1500000,0,-1500000,0.0,1943,Agosto,27,Viernes,
8589935414,Finding Forrester,43000000,80049764,37049764,1.861622418604651,2000,Diciembre,21,Jueves,
8589936288,Novocaine,6000000,2025238,-3974762,0.3375396666666667,2001,Noviembre,23,Viernes,
8589936547,Cross Creek,0,0,0,,1983,Septiembre,21,Miercoles,
8589937113,Enter the Ninja,0,0,0,,1981,Julio,17,Viernes,Enter the Ninja Collection
8589937290,Scarlet Diva,0,0,0,,2000,Mayo,26,Viernes,
